"id";"identifier";"city_id";"police_station_id";"location_id";"created_at";"updated_at";"deleted_at"
468;"SL 467 - Int Samuel Estevez y Int Garro Zoilo";1;11;468;"2025-05-09 09:30:50";"2025-05-09 09:30:50";""
469;"SL 468 - Int Enrique Cuello y Int Gutiérrez del Castillo";1;4;469;"2025-05-09 09:32:38";"2025-05-09 09:32:38";""
470;"SL 469 - Int Antonio Arce y Int Ramon";1;4;470;"2025-05-09 09:34:44";"2025-05-09 09:34:44";""
471;"SL 470 - Int Garro Zoilo y Int Enrique Cuello";1;4;471;"2025-05-09 09:36:30";"2025-05-09 09:36:30";""
472;"SL 471 - Espacio verde Barrio Republica";1;4;472;"2025-05-09 09:38:05";"2025-05-09 09:38:05";""
473;"SL 472 - Pringles y Constitución";1;1;473;"2025-05-09 09:39:07";"2025-05-09 09:39:07";""
474;"SL 473 - 17 de Agosto y San Jose de las Flores";1;11;474;"2025-05-09 09:40:31";"2025-05-09 09:40:31";""
475;"SL 474 - Salvador Segado y Victoria Ocampo";1;3;475;"2025-05-09 09:42:24";"2025-05-09 09:42:24";""
476;"SL 475 - Ascazubi y Los Alelies";1;3;476;"2025-05-09 09:43:37";"2025-05-09 09:43:37";""
477;"SL 476 - Miguel Domínguez y José Maldonado";1;3;477;"2025-05-09 09:45:21";"2025-05-09 09:45:21";""
478;"SL 477 - P. Laborado y Florencio Varela";1;3;478;"2025-05-09 09:47:51";"2025-05-09 09:47:51";""
479;"SL 478 - Boulevard José Aguirre";1;3;479;"2025-05-09 09:49:30";"2025-05-09 09:49:30";""
480;"SL 479 - Eduardo Gutiérrez y Narciso Morales";1;3;480;"2025-05-09 09:52:35";"2025-05-09 09:52:35";""
481;"SL 480 - Aguada y Bases de la Constitución Argentina";1;19;481;"2025-05-09 09:53:49";"2025-05-09 09:53:49";""
482;"SL 481 - Cruz de Piedra y Los Nogales";1;19;482;"2025-05-09 09:55:53";"2025-05-09 09:55:53";""
483;"SL 482 - Las Acacias y Artistas Puntanos";1;19;483;"2025-05-09 09:57:55";"2025-05-09 09:57:55";""
484;"SL 483 - Av. La Estanzuela y Mayor Hugo del Valle Palaver";1;7;484;"2025-05-09 09:59:38";"2025-05-09 09:59:38";""
485;"SL 484 - La Pampa y Av La Estanzuela";1;7;485;"2025-05-09 10:00:41";"2025-05-09 10:00:41";""
486;"SL 485 - Av La Estanzuela y Los Cajones";1;7;486;"2025-05-09 10:03:10";"2025-05-09 10:03:10";""
487;"SL 486 - 2da Rotonda";1;7;487;"2025-05-09 10:03:51";"2025-05-09 10:03:51";""
488;"SL 487 - Dr Julio Luco y Bv Estancia Vieja";1;17;488;"2025-05-09 10:05:02";"2025-05-09 10:05:02";""
489;"SL 488 - Mirador del Cerro - Padre Domingo Racca";1;17;489;"2025-05-09 10:07:05";"2025-05-09 10:07:05";""
490;"SL 489 - Barrio Barrancas Coloradas C N°8 y C N°5";1;17;490;"2025-05-09 10:09:01";"2025-05-09 10:09:01";""
491;"SL 490 - Velez Sarsfield y Victor Saa";1;16;491;"2025-05-09 10:10:52";"2025-05-09 10:10:52";""
492;"SL 491 - Rio Turbio y Bartolome Díaz";1;16;492;"2025-05-09 10:12:49";"2025-05-09 10:12:49";""
493;"SL 482 - Francia y José Hernández";1;16;493;"2025-05-09 10:14:51";"2025-05-09 10:14:51";""
494;"SL 493 - Marcelino Poblet y Caseros";1;16;494;"2025-05-09 10:16:39";"2025-05-09 10:16:39";""
495;"SL 494 - Granadero Marcelino Rodriguez";1;3;495;"2025-05-09 10:18:30";"2025-05-09 10:18:30";""
496;"SL 495 - Belgrano y Eslovenia";1;2;496;"2025-05-09 10:20:18";"2025-05-09 10:22:16";""
499;"SL 496 - Av. Ejercito de los Andes y Esteban Aguero";1;6;499;"2025-05-09 10:23:23";"2025-05-09 10:23:23";""
500;"SL 497 - Ayacucho y Falucho";1;1;500;"2025-05-09 10:24:18";"2025-05-09 10:24:18";""
501;"SL 498 - Casa 8 Manzana 404 B° 527 Viviendas";1;11;501;"2025-05-09 10:28:05";"2025-05-09 10:28:05";""
502;"SL 499 - Casa 12 Manzana 407 B°527 Viviendas";1;11;502;"2025-05-09 10:29:49";"2025-05-09 10:29:49";""
503;"SL 500 - Casa 1 Manzana 442 B°527 Viviendas";1;11;503;"2025-05-09 10:31:36";"2025-05-09 10:31:36";""
504;"SL 501 - Casa 4 Manzana 448 B° 527 Viviendas";1;11;504;"2025-05-09 10:35:11";"2025-05-09 10:35:11";""
505;"SL 502 - Casa 11 Manzana 420 B° 527 Vivienda";1;11;505;"2025-05-09 10:37:36";"2025-05-09 10:37:36";""
506;"SL 503 - Belgrano y Pasaje San Juan";1;2;506;"2025-05-09 10:39:37";"2025-05-09 10:39:37";""
507;"SL 504 - Chacabuco y Ayacucho";1;1;507;"2025-05-09 10:41:56";"2025-05-09 10:41:56";""
508;"SL 507 - Puente Favaloro (Fija)";1;7;508;"2025-05-09 10:44:48";"2025-05-09 10:44:48";""
509;"SL 508 - Martin de Loyola y Don Bosco";1;2;509;"2025-05-09 10:46:06";"2025-05-09 10:46:06";""
510;"Weye - Ingreso";1;2;510;"2025-05-09 10:48:16";"2025-05-09 10:48:16";""
511;"Weye - Interior";1;2;511;"2025-05-09 10:49:02";"2025-05-09 10:50:11";""
512;"SU 01 - Autopista 25 de Mayo y La Loma";27;34;512;"2025-05-09 10:55:18";"2025-05-09 10:55:18";""
513;"VQ 01 - Acceso Villa de la Quebrada";28;34;513;"2025-05-09 11:07:55";"2025-05-09 11:07:55";""
514;"VQ 02 - Centro de Salud";28;34;514;"2025-05-09 11:09:17";"2025-05-09 11:09:17";""
515;"VQ 03 - Esquina iglesia";28;34;515;"2025-05-09 11:10:24";"2025-05-09 11:10:24";""
516;"VQ 04 - Sarmiento y Emilio Di Pascuo";28;34;516;"2025-05-09 11:12:48";"2025-05-09 11:12:48";""
517;"AN 01 - Av. Hipólito Yrigiyen y Av. San Luis";29;35;517;"2025-05-09 15:51:46";"2025-05-09 15:51:46";""
518;"AR 01 - Av. Santamarina y Sarmiento";1;36;518;"2025-05-09 15:54:06";"2025-05-09 15:54:06";""
519;"AR 02 - Av. 5 de Septiembre y Av. Presidente Perón";30;36;519;"2025-05-09 15:56:21";"2025-05-09 15:56:21";""
520;"AR 03 - Av. 5 de Septiembre y Mariano Moreno";30;36;520;"2025-05-09 15:58:36";"2025-05-09 15:58:36";""
521;"BE 01 - Pedernera y Mitre";31;37;521;"2025-05-09 16:03:42";"2025-05-09 16:03:42";""
522;"BE 02 - Rotonda Ingreso BE Ruta N° 148 (YPF)";31;37;522;"2025-05-09 16:05:33";"2025-05-09 16:05:33";""
523;"BE 03 - Pedernera y Baigorria";31;37;523;"2025-05-09 16:07:47";"2025-05-09 16:07:47";""
524;"BE 04 - Pedernera y San Martin";31;37;524;"2025-05-09 16:17:57";"2025-05-09 16:17:57";""
525;"BE 05 - Av. Independencia y Bartolomé Mitre";31;37;525;"2025-05-09 16:20:17";"2025-05-09 16:20:17";""
526;"CR 13 - 13  Rotonda Mandarino";32;38;526;"2025-05-10 09:21:16";"2025-05-10 09:41:03";""
527;"CR 14 - Ruta 1 y Sarmiento";32;38;527;"2025-05-10 09:24:53";"2025-05-10 09:32:56";""
528;"CR 15 - Camino Cerro de Oro y Don Eloy";32;38;528;"2025-05-10 09:31:29";"2025-05-10 09:31:29";""
529;"CE 01 - Av. Jose Mercau y Poleo";33;48;529;"2025-05-10 14:39:40";"2025-05-10 14:39:40";""
530;"CE 02 - Av. José esq La Granadilla";33;48;530;"2025-05-10 14:42:06";"2025-05-10 14:42:06";""
531;"CO 150 - Gob. Elias adre e Irigoyen";34;40;531;"2025-05-10 14:45:18";"2025-05-10 14:45:18";""
532;"CO 152 - Acceso Principal";34;40;532;"2025-05-10 14:47:20";"2025-05-10 14:47:20";""
533;"CO 151 - Acceso Norte";34;40;533;"2025-05-10 14:49:08";"2025-05-10 14:49:08";""
534;"CO 153 - Pedernera Esq YPF";34;40;534;"2025-05-10 14:51:28";"2025-05-10 14:51:28";""
535;"CT 01 - Eugenia de Diego y 23 de Octubre";35;41;535;"2025-05-10 15:48:01";"2025-05-10 15:48:01";""
536;"CT 02 - Ingreso Cortaderas (Lado Norte)";35;41;536;"2025-05-10 15:54:10";"2025-05-10 15:54:10";""
537;"CT 03 - Rotonda Cortaderas (Ruta 1)";35;41;537;"2025-05-10 15:57:49";"2025-05-10 15:57:49";""
538;"FP 01 - Av. Thomas Dixon y Coronel Pringles";36;42;538;"2025-05-10 16:05:14";"2025-05-10 16:05:14";""
539;"FO 01 - Bv. Belgrano Plaza 9 de Julio";37;43;539;"2025-05-10 16:09:43";"2025-05-10 16:09:43";""
540;"FR 01 - 25 de Mayo y María del Carmen Del Bosco";38;44;540;"2025-05-10 16:12:18";"2025-05-10 16:12:18";""
541;"FR 02 - Ruta 7 Fraga";38;44;541;"2025-05-10 16:14:40";"2025-05-10 16:14:40";""
542;"FR 03 - Sarmiento y Pringles";38;44;542;"2025-05-10 16:16:28";"2025-05-10 16:16:28";""
543;"JJ 01 - Ruta 8";39;45;543;"2025-05-10 16:19:25";"2025-05-10 16:19:25";""
544;"JJ 02 - Acceso Ruta 1 Norte";39;45;544;"2025-05-10 16:21:35";"2025-05-10 16:21:35";""
545;"JJ 03 - Acceso Ruta 1 Sur";39;45;545;"2025-05-10 16:26:53";"2025-05-10 16:26:53";""
546;"JD 01 - Liniers y Los Andes";40;46;546;"2025-05-10 16:35:57";"2025-05-10 16:35:57";""
547;"JD 02 - San Luis y Mitre";40;46;547;"2025-05-10 16:40:20";"2025-05-10 16:40:20";""
548;"JD 03 - San Luis y Pringles";40;46;548;"2025-05-10 16:42:22";"2025-05-10 16:42:22";""
549;"JD 04 - Plaza San Martin";40;46;549;"2025-05-10 16:44:55";"2025-05-10 16:44:55";""
550;"JD 05 - Juan B. Justo y Las Vías";40;46;550;"2025-05-10 16:49:20";"2025-05-10 16:49:20";""
551;"JD 06 - Juan B. Justo y Salta (Fija)";40;46;551;"2025-05-10 16:53:04";"2025-05-10 16:53:04";""
552;"JD 07 - Acceso M. Argentinas";40;46;552;"2025-05-10 16:56:21";"2025-05-10 16:56:21";""
553;"JD 08 - Acceso M. Argentinas";40;46;553;"2025-05-10 17:05:12";"2025-05-10 17:05:12";""
554;"JD 09 - Moreno y Héroes de Chancay";40;46;554;"2025-05-10 17:08:35";"2025-05-10 17:08:35";""
555;"JD 10 - Ruta 7 Ruta 14";40;46;555;"2025-05-10 17:11:44";"2025-05-10 17:11:44";""
556;"JD 11 - Rio Quinto y Ruta N° 14";40;46;556;"2025-05-10 17:14:18";"2025-05-10 17:14:18";""
557;"JD 12 - Ruta 11";40;46;557;"2025-05-10 17:16:48";"2025-05-10 17:16:48";""
558;"JD 13 - Ruta N° 11 y Ruta N° 148 (Puente)";40;46;558;"2025-05-10 17:19:24";"2025-05-10 17:19:24";""
559;"LM 01 - Entrada a Los Molles (Ruta 1 y 25 de Mayo)";41;47;559;"2025-05-10 17:23:15";"2025-05-10 17:23:15";""
560;"LM 02 - La Carretilla y Simeón Chirino";41;47;560;"2025-05-10 17:25:30";"2025-05-10 17:25:30";""
561;"NA 01 - Av. Belgrano y Pedernera (Iglesia Naschel)";43;50;561;"2025-05-10 17:46:27";"2025-05-10 17:46:27";""
562;"NA 02 - Boulevard Bernardino Rivadavia";43;50;562;"2025-05-10 17:56:48";"2025-05-10 17:56:48";""
563;"NA 03 - Ingreso Naschel (Av. Bartolucci)";43;50;563;"2025-05-10 17:59:01";"2025-05-10 17:59:01";""
564;"NA 04 - 9 de Julio y Pedernera";43;50;564;"2025-05-10 18:01:48";"2025-05-10 18:01:48";""
565;"NG 01 - San Martin y Belgrano";44;51;565;"2025-05-10 18:09:13";"2025-05-10 18:09:13";""
566;"NG 02 - Ruta 55 y Pueyrredón";44;51;566;"2025-05-10 18:11:33";"2025-05-10 18:11:33";""
567;"NG 03 - Rotonda Ingreso NG (Ingreso Estación El Cruce)";44;51;567;"2025-05-10 18:13:56";"2025-05-10 18:13:56";""
568;"NG 04 - Chacabuco y San Martin";44;51;568;"2025-05-10 18:16:14";"2025-05-10 18:16:14";""
569;"RE 01 - Municipalidad de Renca";45;52;569;"2025-05-10 18:37:15";"2025-05-10 18:37:15";""
570;"RE 02 - Plaza de Renca";45;52;570;"2025-05-10 18:38:28";"2025-05-10 18:38:28";""
571;"SP 01 - San Martin y Córdoba";46;53;571;"2025-05-10 18:41:16";"2025-05-10 18:41:16";""
572;"SR 35 - Manuel Antonio Zalazar - Ingreso al Pueblo";47;54;572;"2025-05-10 18:46:14";"2025-05-10 18:46:14";""
573;"SR 36 - Terminal de Ómnibus";47;54;573;"2025-05-10 18:49:16";"2025-05-10 18:49:16";""
574;"SR 37 - Av. San Martin frente al balneario";47;54;574;"2025-05-10 18:51:57";"2025-05-10 18:51:57";""
575;"SR 38 - Boliche";47;54;575;"2025-05-10 18:53:59";"2025-05-10 18:53:59";""
576;"SR 39 - Plaza Principal";47;54;576;"2025-05-10 18:57:08";"2025-05-10 18:57:08";""
577;"SR 40 - Av. Padre Tavolaro";47;54;577;"2025-05-10 18:59:31";"2025-05-10 18:59:31";""
578;"TI 32 - Ingreso Terminal";48;53;578;"2025-05-10 19:02:06";"2025-05-10 19:02:06";""
579;"TI 33 - 25 de Mayo y Pringles";48;53;579;"2025-05-10 19:07:44";"2025-05-10 19:07:44";""
580;"TI 34 - Av. Córdoba y Mitre";48;53;580;"2025-05-10 19:15:41";"2025-05-10 19:15:41";""
581;"UN 01 - Av. Antonio Dassa y María las Cejas";49;55;581;"2025-05-10 19:19:17";"2025-05-10 19:19:17";""
582;"UN 02 - Av. Antonio Dassa y Máximo Barthel";49;55;582;"2025-05-10 19:22:18";"2025-05-10 19:22:18";""
583;"UN 03 - Av. Wust y Chávez Quiroga";49;55;583;"2025-05-10 19:23:54";"2025-05-10 19:24:38";""
584;"VDC 01 - Rotonda Villa del Carmen (Ruta N°1)";50;56;584;"2025-05-10 19:43:31";"2025-05-10 19:43:31";""
585;"VL 01 - Terminal";51;57;585;"2025-05-10 20:01:36";"2025-05-10 20:01:36";""
586;"VL 02 - Ruta 6 y Ruta 1";51;57;586;"2025-05-10 20:03:39";"2025-05-10 20:03:39";""
587;"ME 01 - Terminal de Ómnibus";42;48;587;"2025-05-10 20:10:31";"2025-05-10 20:10:31";""
588;"ME 02 - Rotonda de Acceso";42;49;588;"2025-05-13 16:26:54";"2025-05-13 16:26:54";""
589;"ME 03 - RUTA 1  y Sobremonte";42;49;589;"2025-05-13 16:30:50";"2025-05-13 16:30:50";""
590;"ME 04 - Av. del Norte y Av. Libertador San Martín";42;49;590;"2025-05-13 16:37:20";"2025-05-13 16:37:20";""
591;"ME 05 - Casino Flamingo";42;48;591;"2025-05-13 16:39:11";"2025-05-13 16:39:11";""
592;"ME 06 - Av. del Sol y Conlara";42;48;592;"2025-05-13 16:41:01";"2025-05-13 16:41:01";""
593;"ME 07 - Clemente Janson y Presbitero Becerra";42;49;593;"2025-05-13 16:43:44";"2025-05-13 16:43:44";""
594;"ME 08 - Pringles esq. Los Tilos";42;49;594;"2025-05-13 16:45:20";"2025-05-13 16:45:20";""
595;"ME 09 - Municipalidad";42;49;595;"2025-05-13 16:46:22";"2025-05-13 16:46:22";""
596;"ME 10 - Los Lapachos Sur y CO de las Ovejas";42;48;596;"2025-05-13 16:48:53";"2025-05-13 16:48:53";""
597;"ME 11 - Pringles 870 (Canal Iglesia)";42;49;597;"2025-05-13 16:50:40";"2025-05-13 16:50:40";""
598;"ME 12 - Ruta N°5 y calle Juana Azurduy";42;49;598;"2025-05-13 16:52:43";"2025-05-13 16:52:43";""
599;"ME 13 - Plaza San Agustín";42;48;599;"2025-05-13 16:54:31";"2025-05-13 16:54:31";""
600;"ME 14 - Ruta N°5 y Av. El Rosedal";42;49;600;"2025-05-13 16:56:05";"2025-05-13 16:56:05";""
601;"ME 15 - Av. Dos Venados y Av. Del Libertador";42;49;601;"2025-05-13 16:57:39";"2025-05-13 16:57:39";""
602;"ME 16 - Av. San Martín y Av. del Deporte";42;49;602;"2025-05-13 16:59:18";"2025-05-13 16:59:18";""
603;"ME 17 - Carlos Gardel y Av. Mercau";42;48;603;"2025-05-13 17:00:36";"2025-05-13 17:00:36";""
604;"ME 18 - Av. del Sol y Av. Mercau";42;48;604;"2025-05-13 17:01:37";"2025-05-13 17:01:37";""
605;"ME 19 - Av. Los Cásares y Av. Dos Venados";42;48;605;"2025-05-13 17:05:51";"2025-05-13 17:05:51";""
606;"ME 20 - Biblioteca Piedra Blanca Arriba";42;49;606;"2025-05-13 17:07:24";"2025-05-13 17:07:24";""
607;"ME 21 - Av. de los Incas y Av. Dos Venados";42;49;607;"2025-05-13 17:08:37";"2025-05-13 17:08:37";""
608;"ME 22 - Ruta 1 y Carlos Gardel";42;48;608;"2025-05-13 17:09:44";"2025-05-13 17:09:44";""
609;"ME 23 - Monseñor Orzali";42;49;609;"2025-05-13 17:11:53";"2025-05-13 17:11:53";""
610;"ME 24 - Comechingones y Guemes";42;49;610;"2025-05-13 17:13:11";"2025-05-13 17:13:11";""
611;"ME 25 - Av. del Ciprés y Av. del Deporte";42;49;611;"2025-05-13 17:14:48";"2025-05-13 17:14:48";""
612;"ME 26 - Escuela Santiago Besso";42;48;612;"2025-05-13 17:16:08";"2025-05-13 17:16:08";""
613;"ME 27 - Pedernera y Av. del Sol";42;48;613;"2025-05-13 17:25:43";"2025-05-13 17:25:43";""
614;"ME 28 - Granaderos Puntanos";42;49;614;"2025-05-13 17:28:00";"2025-05-13 17:28:00";""
615;"ME 29 - Plaza Barrio 207 Viviendas";42;49;615;"2025-05-13 17:30:09";"2025-05-13 17:30:09";""
616;"ME 30 - Escuela N°435";42;49;616;"2025-05-13 17:32:17";"2025-05-13 17:32:17";""
617;"ME 31 - Huarpes esq. Juana Azurduy";42;49;617;"2025-05-13 17:33:56";"2025-05-13 17:33:56";""
618;"ME 32 - Barrio 272 Viv.";42;48;618;"2025-05-13 17:35:13";"2025-05-13 17:35:13";""
619;"ME 33 - Rincón del Este";42;48;619;"2025-05-13 17:37:33";"2025-05-13 17:37:33";""
620;"ME 34 - Rotonda Piedra blanca";42;49;620;"2025-05-13 17:38:45";"2025-05-13 17:38:45";""
621;"ME 35 - Plaza Barrio 140 Viv. Trapiche y Saturno";42;48;621;"2025-05-13 17:41:11";"2025-05-13 17:41:11";""
622;"ME 36 - Los Almendros esq. Guemes";42;49;622;"2025-05-13 17:45:57";"2025-05-13 17:45:57";""
623;"ME 37 - Universidad de los Comechingones";42;48;623;"2025-05-13 17:47:37";"2025-05-13 17:47:37";""
624;"ME 38 - Av. de los Césares esq. Bella Vista";42;48;624;"2025-05-13 17:49:03";"2025-05-13 17:49:03";""
625;"ME 39 - Av. Eva Duarte y Carlos Gardel";42;48;625;"2025-05-13 17:50:22";"2025-05-13 17:50:22";""
626;"ME 40 - Av. José Mercau y Las Majadas";42;48;626;"2025-05-13 17:51:38";"2025-05-13 17:51:38";""
627;"ME 41 - Piedra Blanca Abajo";42;49;627;"2025-05-13 17:53:34";"2025-05-13 17:53:34";""
628;"VM 01 - Barrio Pimpollo por calle Dr Mestre";52;67;628;"2025-05-14 21:33:58";"2025-05-14 22:18:35";""
629;"VM 02 - Terminal de Ómnibus - Av. 25 de Mayo e Hilario Cuadros";52;60;629;"2025-05-14 21:37:05";"2025-05-14 21:37:05";""
630;"VM 03 - Mitre y Origone";52;69;630;"2025-05-14 21:42:03";"2025-05-14 21:59:57";""
631;"VM 04 - Los Álamos y Origone";52;69;631;"2025-05-14 21:45:27";"2025-05-14 22:01:01";""
632;"VM 05 - Perón y Centenario";52;65;632;"2025-05-14 21:51:11";"2025-05-14 21:51:11";""
633;"VM 06 - Zabala Ortiz y Tallaferro";52;65;633;"2025-05-14 21:54:42";"2025-05-14 21:54:42";""
634;"VM 07 - Bélgica y Maipú - Policlínico";52;69;634;"2025-05-14 21:58:17";"2025-05-14 22:01:28";""
635;"VM 08 - Perón y San Juan";52;59;635;"2025-05-14 22:04:29";"2025-05-14 22:04:29";""
636;"VM 09 - Amaro Galán y Ardiles";52;63;636;"2025-05-14 22:08:45";"2025-05-14 22:08:45";""
637;"VM 10 - Pringles y Amaro Galán";52;63;637;"2025-05-14 22:11:17";"2025-05-14 22:11:17";""
638;"VM 11 - Poder Judicial - Lavalle y Uruguay";52;58;638;"2025-05-14 22:17:42";"2025-05-14 22:17:42";""
639;"VM 12 - Pedernera y España - Plaza Pedernera";52;58;639;"2025-05-15 17:52:20";"2025-05-19 11:38:46";""
640;"VM 13 - Tucumán y Lavalle";52;58;640;"2025-05-15 17:53:59";"2025-05-15 17:53:59";""
641;"VM 14 - Junin y Belgrano";52;58;651;"2025-05-19 11:37:37";"2025-05-19 11:37:37";""
642;"VM 15 - Mitre y Edison";52;58;652;"2025-05-19 11:40:19";"2025-05-19 11:40:19";""
643;"VM 16 - Pedernera y Salta - (Banco Nacion)";52;58;653;"2025-05-19 11:41:44";"2025-05-20 11:20:31";""
644;"VM 17 - Pedernera y D'Agnilo - (Banco Frances)";52;58;654;"2025-05-19 11:43:09";"2025-05-20 11:19:17";""
645;"VM 18 - 25 De Mayo y Coronel Iseas";52;58;655;"2025-05-19 11:45:23";"2025-05-19 11:45:23";""
646;"VM 19 - 25 De Mayo y Pescadores";52;58;656;"2025-05-19 11:46:36";"2025-05-19 11:46:36";""
647;"VM 20 - 25 De Mayo y Eleodoro Lobos - Shell";52;58;658;"2025-05-19 11:48:12";"2025-05-19 11:55:00";""
648;"VM 25 - Potosi y Bellini (Fija)";52;58;659;"2025-05-19 11:49:36";"2025-05-19 11:55:09";""
649;"PLI - Bajada Nueva - Ingreso a San Luis";49;55;660;"2025-05-19 11:50:19";"2025-05-19 11:50:19";""
650;"VM 27 - Zabala Ortiz y Guido";52;65;661;"2025-05-19 11:57:17";"2025-05-19 11:57:17";""
651;"PLI - Baldecito - Egreso a San Luis";6;24;662;"2025-05-19 11:57:35";"2025-05-19 11:57:35";""
652;"PLI - Baldecito - Ingreso a San Luis";6;24;663;"2025-05-19 11:59:10";"2025-05-19 11:59:10";""
653;"VM 28 - Moreno y Esteban Aguero (B° Viva San Luis)";52;65;665;"2025-05-19 12:01:20";"2025-05-19 12:01:20";""
654;"VM 29 - Av. Mitre y Calle Angosta";52;69;666;"2025-05-19 12:03:08";"2025-05-19 12:03:08";""
655;"VM 30 - Cmte Videla y Las Heras";52;69;667;"2025-05-19 12:04:52";"2025-05-19 12:04:52";""
656;"PLI - Casimiro Gomez - Egreso a San Luis";44;51;668;"2025-05-19 12:05:41";"2025-05-19 12:05:41";""
657;"VM 33 - Terminal de Omnibus (Fija)";52;61;669;"2025-05-19 12:06:39";"2025-05-19 12:06:39";""
658;"PLI - Casimiro Gomez - Ingreso a San Luis";44;51;670;"2025-05-19 12:07:39";"2025-05-19 12:07:39";""
659;"VM 34 - Hospital Policlinico";52;69;671;"2025-05-19 12:08:01";"2025-05-19 12:08:01";""
660;"VM 51 - Chacabuco y Sallorenzo - Esc. E. Galeano";52;61;672;"2025-05-19 12:10:29";"2025-06-30 13:02:11";""
661;"PLI - Desaguadero - Egreso de San Luis";3;21;673;"2025-05-19 12:11:04";"2025-05-19 12:11:04";""
662;"VM 52 - Olloqui y Buenos Aires - (Barrio 960 Viviendas) - (Fija)";52;59;674;"2025-05-19 12:13:15";"2025-05-19 12:13:15";""
663;"PLI - Desaguadero - Ingreso a San Luis";3;21;675;"2025-05-19 12:14:34";"2025-05-19 12:14:34";""
664;"VM 53 - Mitre entre Curupayti y Maipu (Plaza San Martin)";52;69;676;"2025-05-19 12:15:12";"2025-05-19 12:21:08";""
665;"VM 54 - 25 De Mayo entre Rivadavia y Santiago Betbeder (Plaza Sarmiento)";52;58;677;"2025-05-19 12:20:07";"2025-05-19 12:20:07";""
666;"VM 55 - Juan B. Justo y 9 de Julio (Plaza Pringles)";52;69;678;"2025-05-19 12:22:50";"2025-05-19 12:22:50";""
667;"VM 56 - Belgrano y Ayacucho (Plaza Lafinur)";52;58;679;"2025-05-19 12:24:25";"2025-05-19 12:24:25";""
668;"VM 57 - Chacabuco y M. Dorrego (Plaza Italia)";52;61;681;"2025-05-19 12:25:45";"2025-05-19 12:25:45";""
669;"VM 58 - Colombia y General Paz (Palacio de los Deportes)";52;69;682;"2025-05-19 12:27:07";"2025-05-19 12:27:07";""
670;"VM 59 - Intendente Leyes y Almafuerte";52;61;683;"2025-05-19 12:28:17";"2025-05-19 12:28:17";""
671;"VM 60 - Av. Mitre y San Luis";52;69;684;"2025-05-19 12:29:34";"2025-05-19 12:29:34";""
672;"PLI - Justo Daract - Egreso a san Luis";40;46;685;"2025-05-19 12:29:40";"2025-05-19 12:29:40";""
673;"PLI - Justo Daract - Ingreso a San Luis";40;46;686;"2025-05-19 12:31:20";"2025-05-19 12:31:20";""
674;"VM 61 - Pueyrredon y Juan W. Gez (Escuela Raul B. Diaz)";52;58;687;"2025-05-19 12:31:24";"2025-05-19 12:31:24";""
675;"VM 62 - Av. Presidente Peron y Leon Guillet";52;59;688;"2025-05-19 12:32:54";"2025-05-19 12:32:54";""
678;"PLI - La Horqueta - Ingreso a San Luis";5;23;692;"2025-05-19 12:35:56";"2025-05-19 12:35:56";""
679;"VM 63 - Av. Presidente Perón y Carlos Pellegrini";52;66;693;"2025-05-19 12:35:59";"2025-05-19 12:35:59";""
680;"VM 64 - Pedernera y Tucumán";52;58;694;"2025-05-19 12:36:51";"2025-05-19 12:36:51";""
681;"VM 66 - Los Álamos y Autopista";52;69;695;"2025-05-19 12:38:11";"2025-05-19 12:38:11";""
682;"VM 67 - Rotonda Ruta 2 B";52;62;696;"2025-05-19 12:39:02";"2025-05-19 12:39:02";""
683;"VM 68 - Rufino Barreiro y 1° de Mayo (Fija)";52;59;697;"2025-05-19 12:40:57";"2025-05-19 12:40:57";""
684;"VM 69 - BV. Ernesto Moretti y Venezuela (B° Jardin del Sur)";52;64;698;"2025-05-19 12:42:40";"2025-05-19 12:42:40";""
685;"VM 70 - 25 De Mayo y Intendente Leyes";52;69;699;"2025-05-19 12:44:41";"2025-05-19 12:44:41";""
686;"VM 71 - Belgica y Jujuy";52;69;701;"2025-05-19 12:46:44";"2025-05-19 12:46:44";""
687;"PLI - La Punilla - Calle Lateral";50;56;702;"2025-05-19 12:47:37";"2025-05-19 12:47:37";""
688;"VM 72 - Maipú y 9 de Julio";52;69;703;"2025-05-19 12:48:15";"2025-05-19 12:48:15";""
689;"VM 73 - Belgrano y Santiago del Estero (Plaza de la Salud)";52;69;704;"2025-05-19 12:49:32";"2025-05-19 12:49:32";""
690;"VM 74 - Pedernera y Santiago Milone (Parque Costanera)";52;58;705;"2025-05-19 12:51:34";"2025-05-19 12:51:34";""
691;"VM 75 - Av. Jorge Newbery y Escuela Chubut (Fija)";52;64;706;"2025-05-19 12:53:35";"2025-05-19 12:53:35";""
692;"VM 76 - Madre Cabrini y Suipacha";52;69;707;"2025-05-19 12:54:47";"2025-05-19 12:54:47";""
693;"VM 77 - Landaburu y Heredia Cornou (Hospital B° La Ribera)";52;62;708;"2025-05-19 12:56:19";"2025-05-19 12:56:19";""
694;"PLI - La Punilla - Egreso de San Luis";50;56;709;"2025-05-19 12:57:28";"2025-05-19 12:57:28";""
695;"VM 78 - Los Álamos y Carlos Pellegrini";52;69;710;"2025-05-19 12:57:34";"2025-05-19 12:57:34";""
696;"VM 79 - Juan Llerena y García Lorca";52;61;711;"2025-05-19 12:58:50";"2025-05-19 12:58:50";""
697;"VM 80 - Hector Aubert y Santiago Milone (Hospital B°Jardin del Sur)";52;64;712;"2025-05-19 13:01:00";"2025-05-19 13:01:00";""
